TrakPro Version 4.70 ASCII Data File

Model:,DustTrak DRX
Model Number:,8534
Serial Number:,8534194113
Test ID:,013
Test Abbreviation:,B07 PRE_013
Start Date:,10/20/2020
Start Time:,08:25:00
Duration (dd:hh:mm:ss):,0:01:00:00
Log Interval (mm:ss):,00:01
Number of points:,3600
Notes:,

Statistics,Channel:,PM1,PM2.5,RESP,PM10,TOTAL
,Units:,mg/m^3,mg/m^3,mg/m^3,mg/m^3,mg/m^3
,Average:,0.017,0.019,0.022,0.029,0.031
,Minimum:,0.004,0.007,0.009,0.010,0.010
,Time of Minimum:,08:25:01,08:28:41,08:28:41,08:27:53,08:27:53
,Date of Minimum:,10/20/2020,10/20/2020,10/20/2020,10/20/2020,10/20/2020
,Maximum:,0.151,0.154,0.160,0.197,0.655
,Time of Maximum:,08:44:06,08:44:06,08:44:06,08:25:01,08:25:01
,Date of Maximum:,10/20/2020,10/20/2020,10/20/2020,10/20/2020,10/20/2020

Calibration,Sensor:,AEROSOL
,Cal. date,10/10/2019

Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
10/20/2020,08:29:27,0.010,0.011,0.014,0.018,0.018
10/20/2020,08:29:28,0.009,0.010,0.013,0.016,0.016
10/20/2020,08:29:29,0.013,0.013,0.016,0.020,0.020
10/20/2020,08:29:30,0.011,0.012,0.013,0.031,0.031
10/20/2020,08:29:31,0.012,0.013,0.014,0.034,0.034
10/20/2020,08:29:32,0.010,0.011,0.013,0.019,0.019
10/20/2020,08:29:33,0.009,0.010,0.014,0.016,0.016
10/20/2020,08:29:34,0.008,0.009,0.012,0.013,0.013
10/20/2020,08:29:35,0.084,0.085,0.088,0.090,0.096
10/20/2020,08:29:36,0.098,0.099,0.101,0.125,0.212
10/20/2020,08:29:37,0.010,0.010,0.012,0.026,0.066
10/20/2020,08:29:38,0.009,0.010,0.012,0.015,0.015
10/20/2020,08:29:39,0.008,0.008,0.010,0.011,0.011
10/20/2020,08:29:40,0.008,0.009,0.011,0.012,0.012
10/20/2020,08:29:41,0.008,0.009,0.010,0.016,0.016
10/20/2020,08:29:42,0.009,0.010,0.011,0.013,0.013
10/20/2020,08:29:43,0.013,0.013,0.016,0.017,0.017
10/20/2020,08:29:44,0.013,0.014,0.016,0.027,0.027
10/20/2020,08:29:45,0.011,0.012,0.013,0.019,0.019
10/20/2020,08:29:46,0.010,0.011,0.013,0.017,0.017
10/20/2020,08:29:47,0.010,0.011,0.013,0.015,0.015
10/20/2020,08:29:48,0.010,0.012,0.014,0.016,0.016
10/20/2020,08:29:49,0.011,0.012,0.015,0.017,0.017
10/20/2020,08:29:50,0.009,0.011,0.014,0.015,0.015
10/20/2020,08:29:51,0.010,0.011,0.013,0.014,0.014
10/20/2020,08:29:52,0.009,0.010,0.012,0.013,0.013
10/20/2020,08:29:53,0.009,0.010,0.012,0.012,0.012
10/20/2020,08:29:54,0.010,0.011,0.013,0.015,0.015
10/20/2020,08:29:55,0.009,0.010,0.011,0.016,0.016
10/20/2020,08:29:56,0.010,0.011,0.012,0.021,0.021
10/20/2020,08:29:57,0.010,0.012,0.013,0.020,0.020
10/20/2020,08:29:58,0.009,0.011,0.012,0.020,0.020
10/20/2020,08:29:59,0.011,0.013,0.015,0.021,0.021
10/20/2020,08:30:00,0.009,0.010,0.012,0.015,0.015
10/20/2020,08:30:01,0.011,0.012,0.012,0.014,0.016
10/20/2020,08:30:02,0.013,0.014,0.014,0.016,0.031
10/20/2020,08:30:03,0.010,0.011,0.013,0.015,0.022
10/20/2020,08:30:04,0.009,0.010,0.012,0.015,0.015
10/20/2020,08:30:05,0.010,0.011,0.013,0.016,0.016
10/20/2020,08:30:06,0.010,0.011,0.013,0.014,0.014
10/20/2020,08:30:07,0.010,0.012,0.014,0.017,0.017
10/20/2020,08:30:08,0.010,0.011,0.013,0.017,0.017
10/20/2020,08:30:09,0.010,0.011,0.012,0.020,0.020
10/20/2020,08:30:10,0.009,0.010,0.011,0.018,0.018
10/20/2020,08:30:11,0.009,0.010,0.012,0.014,0.014
10/20/2020,08:30:12,0.009,0.011,0.012,0.014,0.014
